employee_id,name,age,gender,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time,attrition,company_health_score
EMP_00825,Timothy King,48,Female,Research & Development,Lab Technician,2,3,2,3,3,9840,19,1,8,1,15,19,Travel_Rarely,Yes,No,54.0
EMP_00826,Elizabeth Smith,34,Male,Operations,Operations Manager,3,4,4,4,4,9881,20,1,7,6,12,11,Travel_Rarely,No,No,88.2
EMP_00827,John White,44,Female,Human Resources,HR Specialist,3,4,3,4,3,12730,21,2,16,5,18,15,Non-Travel,No,No,90.4
EMP_00828,Linda Martinez,29,Female,Marketing,Marketing Manager,1,3,2,3,2,5174,16,0,1,0,1,24,Travel_Frequently,Yes,Yes,28.6
EMP_00829,Kevin Wright,48,Female,Human Resources,Recruiter,1,3,1,2,2,5745,19,0,1,0,3,27,Travel_Rarely,Yes,Yes,30.4
EMP_00830,Dorothy Hernandez,49,Male,IT,IT Manager,4,4,4,4,3,15278,20,2,19,17,24,24,Travel_Rarely,No,No,56.9
EMP_00831,Donald Harris,33,Male,Engineering,Mechanical Engineer,1,4,3,3,4,6003,25,0,2,2,3,3,Travel_Rarely,No,No,37.8
EMP_00832,Elizabeth Thompson,39,Female,IT,IT Manager,2,3,4,2,3,8977,16,1,3,3,13,28,Non-Travel,No,No,45.5
EMP_00833,Anthony Thomas,34,Male,Legal,Legal Counsel,2,4,4,3,4,8590,19,1,7,5,8,13,Travel_Rarely,No,No,43.9
EMP_00834,Donna Ramirez,23,Female,Human Resources,Training Coordinator,1,4,3,3,3,6980,20,0,1,1,1,25,Travel_Rarely,No,No,48.2
EMP_00835,Anthony Robinson,26,Male,Marketing,Brand Strategist,1,4,2,3,2,5143,21,0,0,0,1,9,Travel_Rarely,Yes,Yes,37.4
EMP_00836,Joshua Thompson,58,Female,Sales,Account Manager,2,4,4,4,4,10143,21,2,7,6,11,18,Travel_Rarely,No,No,66.2
EMP_00837,Susan Walker,39,Female,Legal,Contract Specialist,3,4,4,4,4,10255,18,1,9,0,9,28,Travel_Rarely,No,No,89.9
EMP_00838,Emily Flores,27,Male,Sales,Business Development,1,4,2,3,2,5442,22,0,0,0,0,28,Travel_Rarely,Yes,Yes,20.0
EMP_00839,Linda Taylor,23,Male,Research & Development,Product Developer,1,4,3,4,3,5786,22,0,0,0,0,19,Travel_Rarely,No,No,79.7
EMP_00840,George Lee,35,Female,Legal,Paralegal,2,4,4,3,4,8160,22,1,6,2,7,18,Travel_Rarely,No,No,58.1
EMP_00841,Melissa Smith,59,Male,Finance,Financial Analyst,2,4,3,3,3,7719,22,1,1,1,7,1,Travel_Rarely,No,No,61.1
EMP_00842,Mary Young,36,Female,Customer Service,Support Lead,2,4,3,4,4,8031,22,1,4,2,4,18,Travel_Rarely,No,No,74.1
EMP_00843,Sarah Lee,59,Female,Engineering,Engineering Manager,5,4,4,4,3,17937,19,3,2,2,37,13,Non-Travel,No,No,41.8
EMP_00844,Lisa Taylor,40,Male,Research & Development,Research Scientist,1,4,4,4,4,6489,23,0,3,3,5,1,Non-Travel,No,No,68.9
EMP_00845,George Brown,51,Female,Engineering,Technical Lead,5,4,3,4,3,18297,16,2,14,8,27,28,Travel_Rarely,No,No,65.0
EMP_00846,Joshua Scott,51,Male,Customer Service,Support Specialist,5,4,2,2,2,16459,16,3,1,0,27,14,Travel_Rarely,Yes,Yes,46.9
EMP_00847,Steven Thomas,23,Female,Research & Development,R&D Manager,1,3,3,4,3,5126,18,0,1,0,1,23,Non-Travel,No,No,67.2
EMP_00848,William Ramirez,22,Male,Marketing,Marketing Specialist,1,4,2,3,3,3984,22,0,0,0,0,2,Non-Travel,No,No,95.0
EMP_00849,Nancy Garcia,57,Male,Research & Development,Research Scientist,2,4,3,4,3,7149,19,1,1,0,5,8,Travel_Rarely,No,No,50.5
EMP_00850,Sarah Hill,57,Male,Operations,Operations Analyst,2,4,3,4,3,8561,22,1,6,3,7,27,Travel_Rarely,No,No,52.4
EMP_00851,Susan Davis,27,Female,Sales,Sales Representative,1,4,3,4,3,5661,20,0,5,1,5,28,Travel_Rarely,No,No,50.8
EMP_00852,Paul Davis,46,Female,Operations,Operations Manager,1,4,3,4,3,5484,21,0,0,0,0,1,Travel_Rarely,No,No,52.0
EMP_00853,Amanda Wright,57,Female,Customer Service,Support Lead,4,4,3,3,3,14174,19,2,11,0,18,26,Travel_Rarely,No,No,50.5
EMP_00854,Deborah Torres,58,Male,Engineering,Technical Lead,3,4,4,4,4,12784,21,1,14,2,22,9,Non-Travel,No,No,83.4
EMP_00855,Richard Rodriguez,33,Female,Sales,Business Development,3,4,3,4,3,10237,19,1,0,0,10,7,Travel_Rarely,No,No,87.6
EMP_00856,Sarah Jackson,53,Female,Human Resources,HR Manager,4,4,2,3,3,17535,21,2,25,12,28,29,Travel_Rarely,No,No,51.7
EMP_00857,Carol Robinson,46,Female,IT,Network Engineer,2,3,2,3,2,8279,20,1,5,0,7,16,Travel_Frequently,Yes,Yes,23.0
EMP_00858,Steven Scott,57,Male,Legal,Contract Specialist,4,4,3,2,2,13637,21,3,7,0,18,24,Travel_Rarely,Yes,Yes,46.5
EMP_00859,Steven Thomas,27,Female,Research & Development,Research Scientist,2,4,3,3,3,7163,23,2,0,0,3,4,Travel_Rarely,No,No,52.1
EMP_00860,Christopher Lee,44,Male,IT,IT Manager,4,4,3,3,3,14518,21,2,11,3,22,22,Travel_Frequently,No,No,73.4
EMP_00861,Robert Robinson,22,Male,Research & Development,Research Scientist,1,4,3,4,4,5313,22,1,0,0,0,11,Travel_Rarely,No,No,65.7
EMP_00862,Steven Robinson,35,Female,Sales,Sales Director,2,3,2,3,2,9481,16,0,7,5,7,21,Travel_Rarely,Yes,Yes,10.7
EMP_00863,Anthony Young,22,Male,Research & Development,Product Developer,1,4,2,3,1,5942,21,0,0,0,0,20,Travel_Frequently,Yes,Yes,65.9
EMP_00864,Melissa Thompson,38,Male,Engineering,Software Engineer,1,3,2,2,2,6452,19,1,2,1,2,2,Travel_Rarely,Yes,Yes,70.3
EMP_00865,Daniel Jones,52,Female,Legal,Contract Specialist,5,4,3,4,3,16445,16,3,2,1,28,26,Travel_Rarely,No,No,51.0
EMP_00866,Joshua Torres,47,Female,Operations,Quality Specialist,2,4,4,4,3,10508,23,1,10,7,13,9,Travel_Rarely,No,No,55.0
EMP_00867,Paul Wright,34,Male,Human Resources,HR Manager,1,4,2,2,2,5240,21,0,0,0,2,11,Travel_Frequently,Yes,Yes,43.1
EMP_00868,Carol Young,38,Female,Operations,Process Engineer,1,4,2,3,2,6190,21,0,1,0,3,24,Travel_Rarely,No,No,68.0
EMP_00869,Betty Brown,35,Male,Marketing,Marketing Manager,1,4,3,4,3,5398,23,0,1,1,2,26,Travel_Rarely,No,No,73.9
EMP_00870,James Rodriguez,49,Male,Research & Development,Lab Technician,3,4,2,4,3,11336,20,2,0,0,20,26,Travel_Rarely,No,No,95.0
EMP_00871,Lisa Robinson,32,Male,Finance,Controller,2,4,2,3,3,8705,20,1,1,0,10,14,Travel_Frequently,No,No,58.8
EMP_00872,Daniel Smith,25,Female,Operations,Process Engineer,1,4,3,4,3,5226,20,0,1,0,1,11,Non-Travel,No,No,47.6
EMP_00873,David Flores,41,Male,Customer Service,Service Representative,2,4,3,3,2,6723,18,1,1,1,1,24,Non-Travel,No,No,37.2
EMP_00874,Deborah Thomas,53,Male,Customer Service,Customer Success Manager,4,4,3,3,3,16710,16,2,22,10,28,8,Travel_Rarely,No,No,48.8
EMP_00875,Kenneth Lewis,40,Female,Research & Development,R&D Manager,2,3,2,3,3,7992,19,0,7,4,12,19,Travel_Rarely,Yes,No,61.4
EMP_00876,George Scott,29,Female,Sales,Sales Director,2,4,4,4,4,9054,20,0,2,1,4,7,Travel_Rarely,No,No,94.3
EMP_00877,Ashley Thomas,23,Female,Legal,Legal Counsel,2,4,3,3,3,6911,19,1,0,0,0,7,Travel_Rarely,No,No,52.7
EMP_00878,Ashley Gonzalez,57,Female,Marketing,Brand Strategist,5,4,3,3,3,17220,19,3,0,0,34,16,Travel_Rarely,No,No,66.0
EMP_00879,Sarah Harris,50,Male,Finance,Finance Manager,1,2,1,2,1,5495,13,0,1,1,2,26,Travel_Rarely,Yes,Yes,37.7
EMP_00880,Mark White,27,Male,Engineering,Software Engineer,2,4,2,3,3,7337,20,1,3,2,3,9,Travel_Rarely,Yes,No,83.4
EMP_00881,Karen Taylor,24,Male,Human Resources,Training Coordinator,2,3,2,2,2,7396,19,0,0,0,1,22,Travel_Rarely,No,Yes,83.5
EMP_00882,James Harris,26,Female,Research & Development,Lab Technician,1,4,3,4,3,6023,23,0,1,1,2,1,Non-Travel,Yes,No,52.4
EMP_00883,Mark Nguyen,36,Male,Operations,Operations Manager,2,4,2,2,2,8979,21,2,3,0,8,21,Travel_Rarely,Yes,Yes,29.2
EMP_00884,Betty Jackson,52,Male,Legal,Legal Counsel,3,4,3,4,4,12246,19,1,11,7,12,12,Travel_Rarely,No,No,80.8
EMP_00885,Patricia Davis,28,Male,Marketing,Marketing Manager,1,4,3,3,3,6568,22,0,0,0,4,3,Travel_Rarely,No,No,74.3
EMP_00886,Thomas Thomas,53,Male,Engineering,Software Engineer,2,3,2,3,2,7879,18,1,1,1,11,17,Non-Travel,Yes,Yes,71.2
EMP_00887,Charles Thomas,22,Female,Marketing,Brand Strategist,2,3,2,2,3,6918,18,0,0,0,0,7,Travel_Rarely,Yes,Yes,48.5
EMP_00888,Joshua Garcia,50,Female,Engineering,Software Engineer,3,4,4,3,4,10426,22,1,2,1,13,19,Travel_Rarely,No,No,55.5
EMP_00889,Thomas Miller,32,Male,Customer Service,Service Representative,2,4,3,4,4,7975,19,2,1,0,7,2,Travel_Rarely,No,No,72.6
EMP_00890,Jessica Ramirez,58,Female,Marketing,Marketing Manager,3,4,3,3,3,14573,20,1,23,15,27,10,Travel_Rarely,No,No,82.0
EMP_00891,John Wilson,40,Female,Marketing,Marketing Manager,1,4,4,4,3,6203,22,0,0,0,2,7,Travel_Rarely,No,No,76.8
EMP_00892,Mary Hill,32,Male,Sales,Sales Director,2,3,3,3,3,8789,16,0,3,2,10,10,Travel_Frequently,No,No,71.1
EMP_00893,Andrew Martinez,31,Male,Customer Service,Customer Success Manager,1,4,4,4,3,5773,23,0,0,0,0,1,Non-Travel,No,No,81.2
EMP_00894,Elizabeth Brown,53,Female,Legal,Contract Specialist,1,4,3,3,4,6984,24,0,2,0,8,9,Travel_Frequently,No,No,83.0
EMP_00895,Nancy Walker,37,Male,Sales,Business Development,2,4,4,3,3,8047,21,2,4,4,5,3,Travel_Rarely,No,No,86.9
EMP_00896,Sandra Scott,35,Female,Sales,Account Manager,2,4,4,4,4,8931,21,1,3,2,4,19,Travel_Rarely,No,No,73.7
EMP_00897,Sarah Lopez,49,Female,Engineering,Technical Lead,2,4,3,3,3,9201,20,1,4,2,9,14,Travel_Rarely,No,No,59.0
EMP_00898,Nancy Rodriguez,42,Female,Customer Service,Support Lead,2,4,1,2,2,8507,20,1,5,1,6,9,Travel_Frequently,Yes,Yes,40.6
EMP_00899,Timothy Davis,47,Female,Operations,Process Engineer,2,3,3,4,3,8996,19,0,0,0,11,18,Travel_Frequently,No,No,83.7
EMP_00900,Nancy Lee,38,Female,Research & Development,R&D Manager,2,4,3,3,2,9171,19,0,8,6,12,27,Travel_Rarely,Yes,No,47.3
EMP_00901,John Jackson,24,Male,Engineering,Software Engineer,1,4,3,4,4,5992,23,1,1,1,2,16,Travel_Rarely,No,No,68.6
EMP_00902,Daniel Hernandez,22,Male,Customer Service,Customer Success Manager,1,4,4,3,3,6137,21,0,0,0,0,9,Travel_Rarely,No,No,54.9
EMP_00903,Michael Johnson,23,Female,Operations,Process Engineer,1,4,2,3,2,4869,20,1,0,0,0,12,Non-Travel,Yes,Yes,38.5
EMP_00904,James Martin,43,Female,Marketing,Marketing Manager,2,4,2,2,2,9494,22,1,2,2,5,23,Travel_Frequently,No,No,85.0
EMP_00905,Robert Hill,41,Female,Operations,Process Engineer,2,4,4,4,4,8767,22,1,2,1,13,3,Non-Travel,No,No,65.4
EMP_00906,Richard Clark,50,Female,Marketing,Marketing Specialist,1,4,3,4,3,5448,21,0,0,0,1,10,Travel_Rarely,No,No,62.8
EMP_00907,Kimberly Martin,55,Male,IT,Network Engineer,4,4,3,4,3,13692,19,2,11,7,15,14,Travel_Rarely,Yes,No,37.5
EMP_00908,Brian Jones,28,Female,Legal,Contract Specialist,2,3,2,2,3,7644,17,1,1,0,1,19,Travel_Rarely,Yes,Yes,51.4
EMP_00909,Barbara Hernandez,58,Female,Customer Service,Support Specialist,4,4,3,3,2,15741,19,3,20,1,22,17,Travel_Rarely,Yes,No,73.6
EMP_00910,Michael Lopez,57,Female,Legal,Paralegal,1,3,1,2,1,6339,17,0,0,0,2,21,Travel_Rarely,Yes,Yes,76.9
EMP_00911,Jessica Walker,45,Female,IT,IT Manager,4,4,4,4,3,14442,22,2,15,10,19,28,Non-Travel,No,No,56.5
EMP_00912,Jessica Scott,42,Male,Sales,Business Development,2,3,3,3,3,7798,16,1,0,0,5,6,Travel_Rarely,No,No,65.9
EMP_00913,Joshua Torres,28,Female,Marketing,Marketing Specialist,1,4,3,3,3,5277,19,0,3,0,3,14,Non-Travel,Yes,No,66.5
EMP_00914,Jennifer Flores,28,Male,IT,Network Engineer,2,3,2,3,3,6998,17,0,2,0,4,12,Travel_Frequently,No,No,90.4
EMP_00915,Donald Flores,22,Male,Marketing,Marketing Specialist,1,3,2,2,2,5145,15,0,0,0,0,3,Non-Travel,Yes,Yes,36.3
EMP_00916,Sarah Hill,46,Female,Sales,Sales Representative,2,4,2,3,3,9735,20,1,10,8,11,4,Travel_Frequently,No,No,67.0
EMP_00917,Sandra Williams,38,Female,Sales,Sales Director,2,4,3,4,3,8212,20,1,0,0,7,19,Non-Travel,No,No,72.9
EMP_00918,Christopher Garcia,29,Female,Engineering,Mechanical Engineer,1,4,3,3,3,6315,22,1,2,1,2,15,Travel_Frequently,No,No,65.4
EMP_00919,Melissa Gonzalez,27,Male,IT,IT Manager,1,4,4,4,4,6206,21,0,2,2,4,9,Travel_Rarely,No,No,54.0
EMP_00920,Barbara Thompson,24,Male,IT,Network Engineer,1,3,3,3,3,5260,18,0,1,1,1,27,Travel_Rarely,No,No,65.5
EMP_00921,Lisa Brown,46,Male,IT,IT Manager,2,4,4,3,3,9680,20,1,3,0,5,10,Travel_Rarely,No,No,81.3
EMP_00922,Kenneth King,48,Female,Finance,Accountant,2,3,2,3,2,8082,17,0,5,4,7,18,Travel_Rarely,Yes,Yes,19.5
EMP_00923,Donna Harris,46,Female,Legal,Paralegal,2,3,2,3,3,9287,18,1,6,2,10,29,Travel_Rarely,Yes,No,64.4
EMP_00924,Christopher Perez,26,Female,Customer Service,Service Representative,1,4,3,3,3,5457,18,0,2,2,4,21,Travel_Rarely,No,No,49.4
EMP_00925,Anthony Miller,23,Male,Human Resources,HR Manager,1,4,2,3,2,5794,22,0,0,0,1,22,Travel_Frequently,No,No,83.5
EMP_00926,Robert Hernandez,26,Female,Engineering,Mechanical Engineer,2,4,3,4,3,7115,17,0,0,0,1,9,Travel_Rarely,No,No,34.6
EMP_00927,Daniel Miller,50,Female,Sales,Account Manager,3,4,3,3,3,12348,20,1,8,0,11,27,Travel_Rarely,Yes,No,51.9
EMP_00928,Jennifer Wright,50,Male,Marketing,Marketing Manager,2,4,3,4,4,7585,21,1,2,1,3,14,Travel_Rarely,Yes,No,68.8
EMP_00929,Charles White,33,Female,Human Resources,Training Coordinator,2,4,4,4,4,8341,21,1,3,2,6,9,Travel_Rarely,No,No,90.2
EMP_00930,Anthony Robinson,24,Female,IT,IT Manager,1,4,2,3,2,5106,21,0,0,0,0,22,Travel_Frequently,No,No,60.8
EMP_00931,Andrew Lopez,34,Male,Research & Development,Product Developer,4,4,3,3,3,12230,19,2,7,3,10,16,Travel_Rarely,Yes,No,52.0
EMP_00932,Kevin Anderson,52,Male,Engineering,Software Engineer,4,4,2,3,3,13194,18,1,4,2,16,4,Travel_Rarely,Yes,No,95.0
EMP_00933,Dorothy Taylor,27,Female,Operations,Operations Analyst,1,4,3,4,3,5938,24,0,0,0,1,1,Travel_Rarely,No,No,35.9
EMP_00934,Jennifer Walker,52,Female,Customer Service,Service Representative,4,4,3,3,3,17075,20,2,26,0,28,4,Non-Travel,No,No,22.4
EMP_00935,Mary Walker,39,Female,Human Resources,HR Specialist,3,4,3,3,3,11653,18,1,14,0,14,5,Travel_Rarely,No,No,69.9
EMP_00936,John Rodriguez,27,Female,Sales,Account Manager,1,3,1,2,2,5043,20,0,1,1,1,7,Travel_Rarely,Yes,Yes,29.0
EMP_00937,Donald Nguyen,57,Male,Engineering,Software Engineer,2,4,3,3,3,8651,21,1,0,0,4,11,Travel_Rarely,No,No,43.6
EMP_00938,Christopher Jones,41,Female,Human Resources,Training Coordinator,1,4,3,3,3,7396,20,0,3,1,5,7,Travel_Rarely,Yes,No,74.8
EMP_00939,Barbara Scott,47,Female,Customer Service,Support Specialist,3,3,2,3,3,10390,18,2,7,4,9,27,Non-Travel,Yes,Yes,42.4
EMP_00940,Andrew Jones,25,Male,Operations,Operations Manager,1,4,3,3,3,5999,24,0,0,0,1,28,Non-Travel,No,No,51.8
EMP_00941,Karen Hernandez,36,Female,Marketing,Content Creator,2,4,2,3,3,10802,20,0,12,4,12,29,Non-Travel,Yes,No,39.0
EMP_00942,William King,46,Male,IT,Security Analyst,4,4,4,4,3,16989,20,2,19,0,24,5,Non-Travel,No,No,77.7
EMP_00943,Donald Davis,46,Male,Human Resources,Recruiter,3,4,4,4,4,12011,20,1,5,4,18,16,Travel_Rarely,No,No,73.7
EMP_00944,Steven Taylor,24,Male,Customer Service,Customer Success Manager,1,3,2,3,2,5972,19,1,1,0,2,4,Travel_Frequently,No,No,60.2
EMP_00945,Patricia Moore,44,Female,Engineering,Technical Lead,1,4,3,3,3,6080,23,0,2,2,2,21,Non-Travel,No,No,95.0
EMP_00946,Elizabeth Martinez,57,Male,Marketing,Marketing Manager,1,3,2,3,2,5312,19,0,5,0,5,4,Travel_Frequently,Yes,Yes,18.7
EMP_00947,Carol Lewis,51,Male,Operations,Operations Manager,4,4,4,4,3,16288,16,2,23,22,27,9,Travel_Rarely,No,No,34.5
EMP_00948,Michael Wright,29,Female,IT,IT Manager,1,4,4,4,4,7223,21,0,4,1,4,6,Travel_Rarely,No,No,49.5
EMP_00949,Mark Wright,56,Male,Finance,Controller,2,4,4,4,4,8388,22,0,6,6,8,14,Travel_Rarely,No,No,61.2
EMP_00950,Donna Wilson,47,Female,IT,Security Analyst,3,3,3,3,3,11607,15,1,19,0,20,11,Travel_Rarely,Yes,No,66.4
EMP_00951,Anthony Perez,24,Female,Legal,Legal Counsel,2,4,2,3,3,7755,21,1,0,0,0,16,Travel_Rarely,No,No,57.7
EMP_00952,Emily Martinez,26,Male,Operations,Operations Manager,2,4,4,3,4,6946,19,1,3,1,3,6,Travel_Rarely,No,No,68.3
EMP_00953,Thomas Martinez,57,Male,Marketing,Brand Strategist,5,4,3,4,3,15577,19,3,0,0,31,15,Travel_Rarely,No,No,39.5
EMP_00954,Joseph Miller,29,Female,Research & Development,Research Scientist,1,4,3,4,3,5139,22,0,2,1,3,3,Non-Travel,No,No,88.0
EMP_00955,Mary Nguyen,25,Male,Finance,Controller,1,4,2,3,3,4718,22,0,1,0,2,2,Travel_Rarely,Yes,Yes,36.5
EMP_00956,Patricia Scott,39,Male,Engineering,Engineering Manager,3,4,3,4,3,11874,20,1,6,3,13,4,Travel_Rarely,No,No,82.1
EMP_00957,James Young,41,Female,Finance,Financial Analyst,3,4,2,3,2,11563,18,2,3,0,17,8,Non-Travel,Yes,No,68.2
EMP_00958,Thomas Lee,43,Female,Finance,Finance Manager,3,4,3,3,3,12514,23,2,8,3,12,23,Travel_Rarely,Yes,No,70.2
EMP_00959,Joseph Martin,47,Female,Sales,Account Manager,1,4,3,3,3,7361,20,0,6,2,7,10,Travel_Rarely,No,No,72.3
EMP_00960,Daniel Perez,59,Female,Finance,Controller,2,4,3,3,3,9717,24,0,3,0,7,16,Travel_Rarely,Yes,No,70.1
EMP_00961,Karen Perez,50,Female,Finance,Controller,2,4,4,4,4,8774,17,1,7,6,10,20,Non-Travel,No,No,73.6
EMP_00962,Dorothy Moore,22,Female,IT,Network Engineer,1,4,2,2,1,5817,22,0,0,0,0,22,Travel_Rarely,Yes,Yes,61.9
EMP_00963,Charles Garcia,25,Female,Sales,Business Development,1,4,3,4,4,4836,19,0,0,0,0,17,Travel_Rarely,No,No,65.5
EMP_00964,Sarah Garcia,22,Female,Legal,Compliance Officer,1,3,3,3,3,5034,20,0,0,0,0,6,Travel_Rarely,No,No,74.8
EMP_00965,Elizabeth Hill,37,Female,Engineering,Software Engineer,3,4,3,3,3,11621,18,1,3,2,11,20,Travel_Rarely,No,No,60.4
EMP_00966,Robert Martin,35,Male,Customer Service,Support Lead,1,3,3,3,3,6096,16,0,4,4,5,9,Travel_Rarely,No,No,87.9
EMP_00967,Dorothy Hill,57,Male,Engineering,Mechanical Engineer,3,4,4,4,4,12219,20,1,2,2,25,18,Non-Travel,No,No,49.8
EMP_00968,Linda Miller,35,Male,Finance,Finance Manager,1,3,3,3,3,5187,20,0,0,0,0,29,Travel_Rarely,No,No,94.4
EMP_00969,Charles Thompson,23,Female,Customer Service,Customer Success Manager,1,4,3,3,3,5686,23,0,0,0,0,3,Travel_Rarely,No,No,61.3
EMP_00970,Melissa Rodriguez,55,Male,Human Resources,Recruiter,3,4,4,4,4,11807,20,1,12,3,13,3,Travel_Rarely,No,No,36.2
EMP_00971,William Hernandez,31,Male,Human Resources,Training Coordinator,1,4,2,3,3,6400,21,0,0,0,0,8,Travel_Rarely,Yes,No,64.3
EMP_00972,Carol Johnson,56,Female,Sales,Sales Director,5,3,2,3,2,16327,16,2,11,3,29,13,Travel_Frequently,Yes,Yes,25.7
EMP_00973,Karen Jones,51,Male,Legal,Contract Specialist,4,4,3,3,3,13636,19,3,9,9,17,14,Travel_Frequently,No,No,77.1
EMP_00974,Linda Torres,55,Male,Sales,Sales Representative,4,4,4,4,4,16259,19,3,23,7,28,9,Travel_Rarely,No,No,50.3
EMP_00975,James Gonzalez,53,Male,Marketing,Brand Strategist,3,3,2,3,3,11258,16,2,0,0,25,27,Travel_Rarely,No,No,54.0
EMP_00976,Amanda Harris,27,Male,Sales,Account Manager,1,4,3,3,2,5332,22,0,0,0,0,1,Travel_Frequently,No,No,28.0
EMP_00977,Patricia Jackson,45,Female,Legal,Paralegal,3,4,4,4,4,13580,21,2,19,1,20,16,Travel_Rarely,No,No,53.9
EMP_00978,Timothy Taylor,37,Male,Engineering,Mechanical Engineer,1,4,2,4,3,5306,24,0,1,1,1,17,Travel_Frequently,No,No,18.4
EMP_00979,Anthony Perez,45,Male,Operations,Operations Analyst,4,4,4,4,4,16664,18,2,20,20,20,23,Travel_Rarely,No,No,33.5
EMP_00980,Kimberly Davis,50,Female,Research & Development,Research Scientist,4,4,4,4,3,15142,18,3,11,2,19,16,Travel_Frequently,No,No,75.7
EMP_00981,Dorothy Flores,41,Male,Legal,Contract Specialist,3,4,3,4,4,11466,20,1,3,2,16,4,Non-Travel,No,No,76.1
EMP_00982,Linda Allen,33,Male,Sales,Business Development,2,4,4,3,4,8585,20,1,3,1,5,10,Travel_Rarely,No,No,69.7
EMP_00983,Kenneth Robinson,56,Female,Marketing,Content Creator,2,4,2,3,3,8702,22,0,3,1,5,6,Travel_Rarely,Yes,No,44.6
EMP_00984,Charles Jackson,47,Female,Legal,Contract Specialist,1,4,3,4,3,6536,20,0,3,1,3,14,Non-Travel,Yes,No,61.1
EMP_00985,Dorothy Miller,55,Female,Finance,Controller,1,4,3,4,3,6297,23,0,2,0,4,27,Travel_Rarely,No,No,61.9
EMP_00986,Dorothy Torres,31,Female,Customer Service,Service Representative,1,3,4,4,4,8051,18,0,3,1,8,12,Travel_Rarely,No,No,41.1
EMP_00987,Paul Wilson,53,Female,Sales,Sales Director,2,4,2,3,3,9249,22,1,3,1,17,11,Non-Travel,Yes,No,89.1
EMP_00988,Margaret Williams,34,Male,Engineering,Mechanical Engineer,1,3,2,3,2,5208,22,1,0,0,2,14,Travel_Frequently,Yes,Yes,53.8
EMP_00989,George Wilson,39,Female,Engineering,Technical Lead,1,3,1,2,1,5564,20,0,1,1,2,5,Travel_Frequently,Yes,Yes,34.0
EMP_00990,John Young,54,Female,Operations,Operations Manager,1,3,2,3,2,5907,19,0,1,0,2,25,Travel_Frequently,No,Yes,38.5
EMP_00991,Steven Harris,35,Male,Operations,Quality Specialist,1,3,2,3,3,6847,20,1,1,1,3,20,Travel_Frequently,No,No,65.8
EMP_00992,John Walker,31,Female,Legal,Contract Specialist,1,3,3,3,3,6039,18,0,0,0,7,21,Travel_Rarely,No,No,25.2
EMP_00993,Ashley Young,56,Male,Customer Service,Support Lead,4,4,3,3,4,17467,19,2,30,0,31,11,Travel_Frequently,No,No,57.6
EMP_00994,Dorothy Rodriguez,58,Female,Engineering,Technical Lead,3,4,2,4,3,13591,19,2,19,8,22,9,Travel_Rarely,Yes,No,49.7
EMP_00995,David Torres,33,Female,Research & Development,R&D Manager,2,3,3,3,3,8510,16,1,3,1,11,14,Travel_Rarely,Yes,No,44.0
EMP_00996,Anthony Moore,33,Female,Sales,Account Manager,2,4,2,2,2,8625,21,1,0,0,4,7,Travel_Frequently,No,No,56.9
EMP_00997,Joseph Sanchez,30,Male,Sales,Account Manager,1,3,3,3,3,5857,18,1,2,1,2,1,Travel_Rarely,No,No,94.4
EMP_00998,Donna Smith,22,Female,Operations,Operations Manager,1,4,3,4,3,6193,22,1,0,0,0,22,Travel_Rarely,No,No,73.5
EMP_00999,Margaret Flores,43,Female,Operations,Operations Manager,3,3,2,3,2,11464,17,1,13,10,15,25,Travel_Rarely,Yes,Yes,27.7
EMP_01000,Joseph Lopez,31,Male,Marketing,Marketing Specialist,1,3,3,3,3,5076,18,1,1,1,1,7,Travel_Rarely,No,No,72.3
EMP_01001,Carol Williams,54,Male,Engineering,Engineering Manager,5,4,4,4,4,17474,20,3,16,12,30,19,Travel_Rarely,No,No,87.2
EMP_01002,Karen Jackson,28,Female,Legal,Paralegal,1,4,4,4,2,6699,21,0,4,2,5,27,Travel_Rarely,No,No,78.6
EMP_01003,Michelle Garcia,46,Male,Human Resources,Recruiter,2,4,3,3,4,8071,21,0,0,0,0,22,Travel_Rarely,No,No,63.1
EMP_01004,Lisa Miller,41,Female,Marketing,Marketing Specialist,2,4,4,3,3,9178,22,0,2,1,3,25,Travel_Rarely,No,No,50.4
EMP_01005,Michelle Sanchez,45,Female,Sales,Sales Director,3,4,3,3,3,11345,21,1,3,3,15,26,Travel_Rarely,No,No,74.6
EMP_01006,Matthew Thomas,26,Male,Customer Service,Support Lead,1,4,4,4,4,7238,21,0,2,2,3,8,Travel_Rarely,No,No,69.1
EMP_01007,Linda Torres,39,Female,Sales,Business Development,2,4,3,3,3,8216,18,1,1,1,3,3,Travel_Rarely,No,No,78.1
EMP_01008,Steven Gonzalez,45,Male,IT,IT Manager,3,4,4,3,3,11879,19,1,13,2,17,24,Travel_Rarely,No,No,73.4
EMP_01009,Christopher Robinson,34,Female,Customer Service,Service Representative,1,4,3,3,3,6871,25,0,6,1,6,23,Travel_Rarely,No,No,80.9
EMP_01010,Emily Jackson,55,Female,Sales,Sales Representative,4,4,3,3,3,14182,19,1,1,0,22,6,Travel_Frequently,No,No,52.4
