employee_id,name,gender,department,job_role,age,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time,attrition
EMP_00467,David Martinez,Male,Legal,Compliance Officer,49,3,3,3,4,2,10871,19,1,17,7,22,19,Travel_Rarely,No,No
EMP_00999,Melissa Nguyen,Female,Quality Assurance,QA Engineer,40,3,4,4,4,4,14972,18,1,3,3,13,9,Travel_Rarely,No,No
EMP_01585,Matthew Nelson,Female,Research & Development,R&D Manager,43,4,4,3,3,1,5620,18,0,6,5,14,14,Travel_Rarely,Yes,Yes
EMP_00273,William Williams,Female,Operations,Logistics Coordinator,37,4,3,4,4,4,14270,22,1,12,8,14,15,Travel_Rarely,No,No
EMP_00975,Nancy Perez,Female,Administration,Receptionist,35,3,4,2,3,3,6697,22,0,12,8,13,17,Travel_Frequently,No,No
EMP_01143,Ryan Allen,Male,Customer Service,Service Representative,34,2,3,3,3,2,7317,19,0,8,4,8,9,Travel_Rarely,No,No
EMP_00856,Robert Young,Female,Quality Assurance,QA Engineer,49,5,4,3,3,3,6312,14,1,6,2,9,10,Travel_Rarely,No,No
EMP_01758,George Brown,Male,Quality Assurance,Test Analyst,29,3,2,2,1,3,4750,10,1,5,2,7,25,Travel_Frequently,No,Yes
EMP_01071,Jennifer Flores,Male,Product,Product Owner,39,2,4,2,4,3,7748,22,3,2,2,6,1,Travel_Rarely,Yes,No
EMP_01192,Lisa Garcia,Female,Marketing,Content Manager,36,2,4,3,3,1,9356,15,0,3,2,9,8,Non-Travel,Yes,No
EMP_00652,Karen Green,Male,Finance,Controller,36,2,4,3,3,3,11019,15,2,7,5,15,17,Travel_Rarely,No,No
EMP_01181,Susan Robinson,Male,Legal,Paralegal,38,2,2,1,2,2,10432,20,0,1,1,8,13,Travel_Frequently,No,No
EMP_01044,Laura Hernandez,Female,Marketing,Marketing Specialist,49,3,4,2,1,4,6207,15,0,9,0,20,19,Non-Travel,Yes,No
EMP_00106,Emily Martinez,Female,Supply Chain,Supply Chain Analyst,33,5,4,3,4,4,10915,16,2,9,8,10,19,Non-Travel,No,No
EMP_01629,Richard Jones,Male,Human Resources,Compensation Analyst,27,1,2,4,3,2,4611,15,3,6,2,6,20,Non-Travel,No,No
EMP_00921,Brian Lee,Male,Quality Assurance,QA Engineer,33,2,2,4,4,4,10232,25,1,7,6,9,8,Non-Travel,No,No
EMP_01973,Sarah Clark,Male,Operations,Process Engineer,44,2,1,3,2,1,4041,10,0,1,0,8,29,Travel_Frequently,Yes,Yes
EMP_01286,Timothy Wright,Female,Legal,Paralegal,24,2,2,3,4,2,9971,14,2,4,3,4,3,Travel_Frequently,Yes,Yes
EMP_00046,Daniel Hill,Male,Human Resources,HR Specialist,47,4,4,3,3,3,14530,25,2,12,5,25,19,Non-Travel,No,No
EMP_01303,Jason Nguyen,Female,Legal,Contract Specialist,48,2,3,1,1,4,10409,14,1,3,2,10,1,Travel_Frequently,Yes,No
EMP_00207,Ashley Torres,Male,Human Resources,Recruiter,54,3,4,3,3,3,13593,15,0,15,5,32,1,Non-Travel,No,No
EMP_00253,Kenneth Nguyen,Female,Supply Chain,Logistics Manager,47,2,2,4,3,4,13107,20,0,11,6,16,13,Non-Travel,No,No
EMP_00047,Betty White,Female,Finance,Accountant,43,4,4,3,4,4,10895,15,0,5,3,13,8,Travel_Frequently,Yes,No
EMP_01774,Jason Jackson,Male,Research & Development,Innovation Specialist,41,2,2,2,1,3,4141,14,0,1,1,18,13,Travel_Rarely,No,Yes
EMP_00333,Patricia Sanchez,Male,Customer Service,Service Manager,43,3,2,2,3,3,14267,12,0,6,6,18,3,Travel_Rarely,No,No
EMP_00063,Nancy Harris,Female,Administration,Office Manager,30,3,4,3,2,3,6291,13,1,6,4,10,2,Travel_Rarely,No,No
EMP_00458,Mark Green,Male,Marketing,Digital Marketing,48,4,2,3,3,3,9734,12,3,4,2,7,9,Travel_Frequently,No,No
EMP_01920,Andrew Green,Male,Finance,Finance Manager,34,1,1,1,2,2,6241,15,0,0,0,3,22,Travel_Rarely,Yes,Yes
EMP_00131,Kenneth Wright,Male,Customer Service,Support Specialist,32,5,4,3,2,3,12460,14,0,3,3,9,3,Travel_Rarely,No,No
EMP_00951,Mark Smith,Male,Administration,Executive Assistant,38,3,3,4,3,4,7736,20,1,10,5,18,8,Non-Travel,Yes,No
EMP_01697,Kevin Adams,Female,Human Resources,Compensation Analyst,31,1,2,1,1,2,9710,17,2,6,3,9,14,Travel_Rarely,No,No
EMP_01532,Patricia Perez,Female,Legal,Compliance Officer,35,2,3,1,3,1,4939,15,1,1,1,6,10,Travel_Frequently,Yes,No
EMP_00726,Betty Martin,Female,Finance,Financial Analyst,28,3,4,3,3,3,10126,13,1,4,4,5,2,Travel_Rarely,No,No
EMP_01345,Carol Perez,Female,Quality Assurance,QA Lead,42,4,2,4,3,4,10227,12,1,3,2,20,5,Non-Travel,No,No
EMP_01805,Laura Lewis,Female,Quality Assurance,QA Lead,32,1,2,3,3,3,4309,15,0,1,1,9,11,Travel_Frequently,No,Yes
EMP_00278,Sarah Nguyen,Male,Operations,Logistics Coordinator,52,3,3,3,2,2,9829,12,1,19,7,20,19,Travel_Rarely,No,No
EMP_01068,Laura Torres,Female,Supply Chain,Supply Chain Analyst,43,2,2,3,3,4,4382,17,1,1,1,17,7,Travel_Rarely,No,No
EMP_01616,George Hill,Male,Sales,Sales Manager,48,3,3,2,4,1,10474,15,0,3,3,7,21,Travel_Frequently,No,Yes
EMP_01735,Ashley Scott,Female,Operations,Process Engineer,37,3,1,2,2,1,3872,14,0,5,3,10,27,Travel_Frequently,No,Yes
EMP_00464,Kevin Lee,Male,Sales,Business Development,41,3,4,3,3,3,8732,13,1,19,3,21,18,Travel_Rarely,No,No
EMP_01726,Betty Hall,Female,Sales,Sales Representative,22,1,1,1,3,3,3939,13,1,4,3,4,29,Non-Travel,Yes,Yes
EMP_00165,Joshua Torres,Female,IT,Network Engineer,30,4,4,2,4,4,6013,23,2,7,1,10,12,Non-Travel,No,No
EMP_01417,Carol Nguyen,Female,Product,Product Manager,32,2,2,3,2,4,4717,13,1,3,1,7,17,Travel_Frequently,No,No
EMP_01403,Kevin Wright,Female,Customer Service,Service Representative,26,3,2,3,4,4,7822,16,2,7,6,7,15,Travel_Rarely,Yes,No
EMP_00210,Lisa Jones,Male,Supply Chain,Procurement Specialist,52,2,3,3,4,4,10447,22,2,6,5,30,12,Non-Travel,No,No
EMP_00783,Ashley Lee,Male,Legal,Contract Specialist,32,2,3,4,4,2,9087,14,0,5,1,6,2,Non-Travel,No,No
EMP_01631,Susan Harris,Female,Product,Product Owner,36,2,2,2,2,2,6503,14,2,8,1,8,2,Travel_Rarely,Yes,No
EMP_01959,James Thompson,Female,Operations,Operations Analyst,33,2,2,3,1,1,6163,11,0,1,1,1,28,Travel_Frequently,Yes,Yes
EMP_00556,Lisa Torres,Female,Operations,Operations Manager,42,2,3,4,4,3,9052,16,1,11,9,18,16,Travel_Rarely,No,No
EMP_01094,Edward Rodriguez,Male,Customer Service,Service Representative,24,3,2,3,1,4,8565,16,0,8,3,8,23,Non-Travel,Yes,Yes
EMP_01030,Margaret Wilson,Male,Operations,Operations Analyst,50,4,3,2,1,3,5784,19,1,4,2,10,17,Travel_Frequently,Yes,No
EMP_00136,James Jones,Female,Product,Product Analyst,49,3,4,3,4,3,7631,17,1,14,2,14,20,Travel_Rarely,No,No
EMP_00366,Kevin Martin,Female,Supply Chain,Procurement Specialist,45,2,3,3,4,4,11690,17,1,7,1,11,4,Travel_Frequently,No,No
EMP_01786,Jason Martin,Female,Customer Service,Support Specialist,24,1,2,2,2,2,5053,13,1,3,2,3,24,Travel_Rarely,Yes,Yes
EMP_01499,Dorothy Gonzalez,Male,Quality Assurance,Quality Manager,36,3,2,3,2,1,5427,15,0,5,3,14,22,Travel_Rarely,Yes,No
EMP_01676,Ashley Torres,Female,IT,IT Manager,46,3,2,2,2,3,4012,17,0,4,1,19,24,Travel_Frequently,Yes,No
EMP_00723,Betty Brown,Female,Finance,Financial Analyst,53,4,3,2,3,3,13537,21,1,15,1,32,1,Travel_Rarely,No,No
EMP_01151,Stephanie Martinez,Male,Product,Product Analyst,49,2,4,3,2,4,5899,17,2,5,2,18,14,Travel_Frequently,Yes,No
EMP_01075,Mark Baker,Male,Customer Service,Service Representative,27,3,3,1,4,3,6691,11,0,7,5,7,15,Travel_Frequently,No,No
EMP_00510,Jennifer White,Female,Quality Assurance,Test Analyst,55,4,4,3,3,4,8463,12,1,20,6,23,19,Non-Travel,No,No
EMP_00931,Christopher Thompson,Male,Engineering,Engineering Manager,30,2,4,2,4,3,8583,14,2,6,3,10,4,Non-Travel,Yes,No
EMP_00958,David Jones,Female,Human Resources,Recruiter,48,3,3,4,4,4,11259,23,2,17,8,19,18,Travel_Rarely,No,No
EMP_00479,Robert Hernandez,Female,Finance,Accountant,35,3,2,4,4,2,10423,25,0,13,4,13,3,Travel_Rarely,No,No
EMP_01178,Mary Rodriguez,Female,Engineering,Engineering Manager,46,3,4,4,4,1,5146,17,2,3,0,6,19,Non-Travel,No,No
EMP_01872,Barbara Taylor,Male,Legal,Compliance Officer,41,2,2,2,2,2,4131,12,1,2,0,14,22,Travel_Frequently,No,Yes
EMP_00736,Jason Ramirez,Male,Research & Development,Research Scientist,31,4,2,2,3,4,14523,15,1,8,3,11,13,Travel_Frequently,No,No
EMP_01711,Carol Smith,Male,Research & Development,R&D Manager,41,2,3,2,2,2,5731,12,1,0,0,13,27,Travel_Rarely,No,Yes
EMP_00555,Jason White,Male,Legal,Legal Counsel,51,5,2,4,4,3,12500,17,0,15,1,21,16,Travel_Rarely,No,No
EMP_00427,Rebecca Green,Female,Research & Development,R&D Engineer,36,3,3,4,3,2,14520,23,1,13,6,15,20,Non-Travel,No,No
EMP_01935,Linda Sanchez,Female,Product,UX Designer,28,2,2,3,2,1,4550,15,0,3,2,5,19,Travel_Frequently,Yes,Yes
EMP_00585,Joshua Young,Female,Supply Chain,Supply Chain Analyst,44,3,3,4,3,4,6785,20,0,4,2,6,10,Travel_Rarely,No,No
EMP_01808,Donna Nelson,Female,Administration,Administrative Coordinator,24,2,1,1,1,1,6984,10,1,2,1,4,26,Travel_Rarely,Yes,Yes
EMP_00691,Joseph Smith,Male,Sales,Sales Manager,33,2,4,4,3,2,10559,24,0,4,4,9,3,Travel_Rarely,No,No
EMP_01168,Jennifer Ramirez,Female,Product,Product Analyst,46,3,2,3,1,2,4300,12,1,1,1,5,9,Travel_Rarely,Yes,Yes
EMP_01017,Kimberly Allen,Female,Sales,Sales Director,44,2,3,1,1,2,7584,16,0,5,5,19,17,Non-Travel,No,No
EMP_01856,Linda Thompson,Female,Legal,Paralegal,35,2,2,2,3,1,6714,13,0,5,0,14,12,Travel_Frequently,No,Yes
EMP_00270,Mary Wilson,Female,Sales,Sales Manager,49,3,4,4,3,4,13210,23,3,19,7,28,16,Travel_Rarely,No,No
EMP_01721,Daniel Anderson,Male,Supply Chain,Procurement Specialist,38,1,1,2,1,3,5249,15,0,4,1,18,10,Travel_Rarely,Yes,Yes
EMP_00265,Robert Nelson,Male,Legal,Legal Counsel,48,3,3,3,3,4,11638,12,2,19,5,25,17,Travel_Rarely,No,No
EMP_01435,Ronald Gonzalez,Male,Human Resources,Training Manager,31,2,2,4,1,3,9697,13,1,8,0,9,13,Travel_Rarely,Yes,No
EMP_00813,Kimberly Thomas,Female,Product,Product Owner,54,2,3,3,2,3,10073,12,3,9,7,12,11,Travel_Rarely,No,No
EMP_01295,William Green,Female,Administration,Receptionist,37,3,3,1,3,2,8681,20,0,3,0,14,9,Non-Travel,No,No
EMP_01887,John Wilson,Female,IT,IT Manager,34,2,2,2,2,2,3648,13,1,1,1,11,20,Travel_Frequently,No,Yes
EMP_00109,Ronald Jones,Male,Marketing,Brand Strategist,35,4,3,3,4,4,11950,23,2,8,6,12,15,Travel_Rarely,No,No
EMP_00489,Kimberly Wilson,Female,Marketing,Brand Strategist,46,3,4,3,4,3,10542,24,2,6,2,22,20,Travel_Rarely,No,No
EMP_01768,Paul Thompson,Male,Human Resources,Compensation Analyst,42,2,1,1,3,3,6714,14,0,5,2,18,24,Travel_Frequently,No,Yes
EMP_01535,Michelle Scott,Male,Finance,Accountant,30,4,4,3,2,4,4078,22,2,6,5,6,19,Non-Travel,Yes,Yes
EMP_01506,Karen Anderson,Female,Supply Chain,Logistics Manager,49,3,3,3,3,4,10284,11,2,7,5,25,11,Travel_Rarely,Yes,No
EMP_01472,Elizabeth Brown,Female,Research & Development,R&D Engineer,38,4,3,4,4,2,7314,13,3,8,5,12,24,Travel_Frequently,No,No
EMP_00679,Daniel Williams,Male,Finance,Controller,49,2,4,3,2,3,6647,21,0,14,10,16,7,Travel_Rarely,Yes,No
EMP_01736,Ryan Adams,Male,Engineering,Technical Lead,38,1,1,1,1,2,6806,14,1,3,1,4,12,Travel_Frequently,Yes,Yes
EMP_00125,William Martin,Male,Human Resources,Compensation Analyst,31,3,2,3,3,4,8931,20,2,3,3,6,14,Travel_Rarely,No,No
EMP_00404,Ryan Green,Female,Marketing,Marketing Manager,48,3,3,4,4,4,6847,16,0,10,5,16,5,Travel_Rarely,No,No
EMP_00808,David Adams,Male,Marketing,Digital Marketing,43,4,3,3,3,4,13817,22,2,11,3,20,9,Non-Travel,No,No
EMP_00357,Ryan Flores,Female,Engineering,Technical Lead,28,3,2,4,3,3,7660,18,1,6,3,7,3,Travel_Rarely,Yes,No
EMP_01661,William Jackson,Female,Sales,Account Executive,32,2,3,3,3,2,9099,16,2,2,1,2,12,Travel_Frequently,Yes,Yes
EMP_01498,Thomas Allen,Male,IT,IT Specialist,46,1,2,3,3,4,4272,16,1,7,2,10,23,Travel_Rarely,No,No
EMP_00132,Elizabeth Sanchez,Female,Sales,Business Development,44,3,2,3,3,3,14589,15,1,16,3,18,9,Travel_Rarely,No,No
EMP_00155,Stephanie Martin,Female,Quality Assurance,QA Engineer,36,4,3,4,3,3,8867,13,1,9,2,16,2,Travel_Rarely,Yes,No
EMP_01216,Edward Perez,Male,Customer Service,Support Specialist,40,2,4,4,4,2,7505,17,0,3,0,6,14,Travel_Rarely,Yes,Yes
EMP_00853,William Robinson,Female,Human Resources,HR Specialist,42,3,4,3,2,4,14940,18,0,11,9,14,14,Travel_Rarely,No,No
EMP_00511,Karen Robinson,Female,Engineering,Engineering Manager,37,3,3,4,4,3,11528,22,1,3,1,16,1,Travel_Rarely,No,No
EMP_01502,Charles Adams,Female,IT,IT Specialist,45,4,3,1,3,1,4869,18,1,1,1,3,12,Non-Travel,No,Yes
EMP_01062,Stephanie Jackson,Female,Quality Assurance,QA Lead,36,2,3,2,2,3,4517,21,0,3,3,11,1,Travel_Rarely,No,No
EMP_01914,Jeffrey Brown,Female,Sales,Sales Manager,32,2,2,1,2,3,6938,12,1,5,3,7,14,Travel_Rarely,Yes,Yes
EMP_00852,Edward Garcia,Male,Operations,Operations Manager,53,2,4,4,2,3,8518,17,2,12,9,14,20,Travel_Rarely,No,No
EMP_00309,Charles Lewis,Male,Administration,Receptionist,47,5,4,3,3,4,10717,22,3,10,9,20,15,Travel_Rarely,Yes,No
EMP_01264,Mark Jones,Male,Operations,Logistics Coordinator,32,4,4,2,3,3,4823,12,0,4,1,10,22,Travel_Rarely,No,No
EMP_02000,George White,Male,Quality Assurance,Test Analyst,39,1,3,1,1,2,5922,11,0,3,0,16,17,Travel_Frequently,Yes,Yes
EMP_00672,Patricia Ramirez,Male,Product,Product Manager,32,4,3,2,4,3,12289,16,1,9,6,12,2,Non-Travel,No,No
EMP_00451,Jeffrey Rivera,Female,Customer Service,Customer Success Manager,55,3,3,2,3,3,13966,16,0,10,9,18,5,Travel_Rarely,No,No
EMP_01225,Lisa Baker,Female,Legal,Compliance Officer,37,2,3,3,4,1,5538,13,0,10,1,10,12,Travel_Frequently,No,No
EMP_01465,Jeffrey Anderson,Female,Customer Service,Customer Success Manager,41,1,2,2,1,2,8462,18,0,6,1,8,22,Non-Travel,Yes,Yes
EMP_01681,Ryan Lee,Female,Customer Service,Support Specialist,37,2,4,3,1,3,4923,11,0,8,1,8,12,Travel_Frequently,Yes,No
EMP_00172,Emily Davis,Male,Legal,Contract Specialist,49,2,4,3,3,3,6542,17,3,17,6,29,5,Travel_Rarely,Yes,No
EMP_00302,Nancy Garcia,Female,Human Resources,HR Manager,31,3,3,4,3,4,10496,15,2,3,2,3,5,Travel_Frequently,No,No
EMP_01649,Jessica Wilson,Male,Human Resources,Recruiter,44,2,4,4,2,3,10399,11,0,1,1,21,12,Non-Travel,Yes,No
EMP_01799,Stephanie Young,Female,Product,Product Owner,37,1,2,2,2,2,3922,12,0,3,2,8,27,Travel_Frequently,No,Yes
EMP_00939,Mark Ramirez,Female,IT,IT Specialist,51,2,4,4,3,3,12488,15,3,8,1,9,1,Travel_Rarely,No,No
EMP_00641,Steven Wright,Male,Sales,Account Executive,51,4,3,4,2,3,13392,15,2,6,4,18,4,Non-Travel,No,No
EMP_00425,Richard Miller,Female,Supply Chain,Inventory Manager,42,3,3,3,2,3,11467,20,2,18,6,22,20,Travel_Rarely,No,No
EMP_00902,Matthew Torres,Male,Supply Chain,Logistics Manager,47,3,3,2,4,3,7215,14,1,15,8,23,16,Non-Travel,No,No
EMP_01778,Patricia Wright,Male,IT,Security Analyst,23,1,3,1,3,1,5608,13,0,5,1,5,16,Travel_Rarely,Yes,Yes
EMP_01945,Charles Nguyen,Male,Marketing,Content Manager,39,1,3,2,2,2,5613,14,0,4,2,9,21,Travel_Frequently,Yes,Yes
EMP_00491,Donald Scott,Female,IT,IT Manager,50,4,3,2,4,3,8721,22,2,18,6,22,5,Travel_Rarely,No,No
EMP_01061,Andrew Scott,Male,Operations,Quality Specialist,32,2,3,2,2,4,8690,15,1,5,0,8,25,Travel_Frequently,No,Yes
EMP_00540,Jessica Harris,Male,Sales,Sales Representative,48,3,3,3,4,2,12779,25,0,13,5,24,5,Travel_Rarely,No,No
EMP_01121,Sharon Young,Female,Engineering,Data Engineer,44,2,3,2,4,4,7520,13,0,7,3,18,2,Non-Travel,No,No
EMP_00154,Linda Martin,Female,Research & Development,Research Scientist,34,2,2,4,3,3,14753,25,0,12,6,13,20,Travel_Rarely,No,No
EMP_01234,James Wright,Female,Administration,Office Manager,24,3,2,3,4,3,9857,13,3,9,4,9,16,Travel_Rarely,Yes,Yes
EMP_01874,Patricia Smith,Male,Research & Development,Innovation Specialist,37,1,3,1,2,1,6822,14,0,4,2,16,17,Travel_Rarely,No,Yes
EMP_00601,Paul Hall,Male,Sales,Account Executive,42,4,3,3,4,3,11937,19,2,6,1,10,6,Travel_Rarely,No,No
EMP_01235,Donna Davis,Male,Supply Chain,Inventory Manager,28,4,2,3,1,2,4679,13,0,6,1,6,5,Travel_Rarely,No,No
EMP_00187,Robert Hill,Male,Quality Assurance,Quality Manager,47,3,3,3,4,4,11929,25,2,5,3,16,18,Travel_Rarely,No,No
EMP_01582,Andrew Clark,Female,IT,Network Engineer,30,2,2,3,1,3,10031,18,3,2,1,2,13,Travel_Rarely,No,No
EMP_00245,Mark Lopez,Male,Operations,Quality Specialist,33,5,4,2,3,4,13949,19,1,10,7,10,5,Non-Travel,No,No
EMP_00443,Sharon Smith,Female,Supply Chain,Logistics Manager,46,2,4,4,4,3,9399,21,2,20,2,22,17,Travel_Rarely,No,No
EMP_01810,Susan Sanchez,Female,Research & Development,R&D Manager,42,2,1,3,1,2,4386,12,0,1,0,1,28,Travel_Frequently,Yes,Yes
EMP_00090,Daniel King,Female,Legal,Legal Counsel,51,3,4,4,3,4,8338,24,2,12,2,18,6,Travel_Rarely,No,No
EMP_01427,Nancy Lewis,Male,Legal,Contract Specialist,24,4,3,3,2,3,9763,18,1,1,0,2,8,Non-Travel,No,No
EMP_00374,Sarah Smith,Male,Supply Chain,Supply Chain Analyst,45,2,4,4,4,3,13846,14,1,13,2,16,18,Travel_Rarely,No,No
EMP_01500,Margaret Baker,Female,Sales,Business Development,49,4,3,2,1,2,9754,12,1,1,0,19,23,Travel_Rarely,Yes,No
EMP_01023,Deborah Wilson,Male,Legal,Contract Specialist,42,2,2,1,4,3,8920,12,2,3,2,20,11,Travel_Frequently,No,No
EMP_00941,Ryan Ramirez,Male,Administration,Office Manager,33,4,3,4,4,3,13924,18,3,11,4,13,3,Travel_Rarely,No,No
EMP_01390,Emily Lewis,Male,Product,Product Manager,25,1,3,2,2,3,7333,19,3,8,6,8,21,Travel_Frequently,No,No
EMP_01767,Laura White,Male,Research & Development,R&D Engineer,35,2,2,1,2,2,3349,11,1,4,0,4,13,Travel_Frequently,Yes,Yes
EMP_01173,Ronald Garcia,Female,Quality Assurance,QA Lead,36,1,3,4,4,2,6017,21,1,7,2,12,20,Travel_Frequently,No,No
EMP_00423,Sarah Jackson,Male,Sales,Account Executive,44,5,3,3,2,3,13458,14,3,18,5,24,16,Travel_Rarely,No,No
EMP_00341,Thomas Lewis,Female,Finance,Financial Analyst,34,4,2,4,3,4,8418,18,3,6,6,9,14,Travel_Rarely,No,No
EMP_01445,David Moore,Female,Finance,Accountant,49,2,2,3,3,3,9983,17,3,6,2,24,11,Travel_Rarely,No,No
EMP_00942,Rebecca Green,Female,Marketing,Content Manager,42,3,4,2,4,3,14287,24,0,6,2,19,8,Travel_Rarely,No,No
EMP_01246,Michael Flores,Male,Engineering,Technical Lead,46,2,3,2,4,1,10462,12,0,4,3,17,5,Travel_Rarely,No,No
EMP_01622,Margaret Lewis,Female,Quality Assurance,QA Lead,29,4,4,3,1,3,5741,19,1,9,6,9,18,Non-Travel,Yes,Yes
EMP_00030,Joseph King,Female,Sales,Sales Manager,50,3,3,4,4,3,13982,22,1,15,10,18,18,Travel_Rarely,Yes,No
EMP_01747,David Walker,Male,Engineering,Senior Engineer,30,1,3,1,1,2,4212,10,1,1,1,5,20,Travel_Rarely,No,Yes
EMP_01358,Dorothy Rivera,Male,Product,Product Analyst,31,1,4,4,2,1,4021,20,0,7,4,8,20,Travel_Frequently,No,No
EMP_01940,Rebecca Thomas,Female,Quality Assurance,QA Engineer,24,3,2,2,2,1,5979,13,0,0,0,4,30,Travel_Rarely,Yes,Yes
EMP_00343,Nancy Harris,Male,Supply Chain,Logistics Manager,55,4,3,2,2,3,14351,15,0,15,5,35,19,Travel_Frequently,No,No
EMP_01737,Melissa Anderson,Female,Sales,Sales Director,39,3,2,2,1,2,4015,15,0,5,0,12,13,Travel_Rarely,Yes,Yes
EMP_01043,Karen Anderson,Female,Finance,Controller,49,3,4,2,3,3,10185,14,0,1,0,13,6,Travel_Rarely,No,No
EMP_00477,Anthony Green,Male,Legal,Compliance Officer,32,4,2,4,4,4,7039,22,0,3,3,3,7,Travel_Rarely,No,No
EMP_01049,Laura Nguyen,Female,Product,Product Owner,32,3,4,2,1,3,9801,15,1,8,4,8,22,Travel_Rarely,Yes,No
EMP_01491,Timothy Nelson,Male,IT,Security Analyst,24,2,4,3,2,3,8960,11,1,3,1,3,15,Non-Travel,Yes,Yes
EMP_01038,Mark Torres,Male,Quality Assurance,Quality Manager,48,2,3,4,3,1,8944,14,2,6,2,7,8,Non-Travel,Yes,Yes
EMP_00124,Sarah Rivera,Male,Engineering,Senior Engineer,48,4,2,3,4,3,12046,24,2,18,2,25,20,Non-Travel,No,No
EMP_01713,George Hall,Female,Legal,Contract Specialist,40,2,1,3,3,3,3125,10,0,0,0,5,11,Travel_Rarely,Yes,Yes
EMP_01377,Joshua Miller,Male,IT,IT Specialist,34,4,4,3,4,3,10149,18,1,4,4,4,8,Travel_Rarely,No,No
EMP_00709,Timothy Walker,Male,Human Resources,HR Specialist,29,4,3,3,3,3,7249,13,2,5,3,8,5,Non-Travel,Yes,No
EMP_00831,Ronald Lewis,Female,Research & Development,R&D Manager,44,5,3,3,4,3,10290,18,0,5,4,16,18,Non-Travel,No,No
EMP_00764,George Moore,Female,Marketing,Digital Marketing,40,2,3,4,3,4,8180,22,1,17,10,20,19,Travel_Rarely,No,No
EMP_00865,Lisa Lopez,Male,Human Resources,Recruiter,37,2,4,3,4,4,6760,17,1,8,2,9,18,Travel_Rarely,No,No
EMP_00195,Lisa Robinson,Male,Administration,Executive Assistant,40,3,4,4,4,3,9393,24,2,13,9,13,20,Travel_Frequently,No,No
EMP_00160,Lisa Hall,Female,Legal,Compliance Officer,37,2,4,4,3,2,13672,13,1,8,4,16,15,Travel_Rarely,Yes,No
EMP_00563,Donna Perez,Female,Engineering,Engineering Manager,54,3,3,4,4,4,10769,15,1,11,2,31,3,Travel_Frequently,No,No
EMP_00711,David Perez,Male,Legal,Legal Counsel,30,4,4,3,3,3,8736,22,2,5,5,9,1,Travel_Frequently,No,No
EMP_01618,George Anderson,Male,Administration,Office Manager,32,3,3,1,3,3,10486,21,1,10,3,10,10,Travel_Rarely,Yes,No
EMP_01615,Robert Wright,Male,Research & Development,Innovation Specialist,33,2,3,1,3,2,4591,21,2,6,5,11,7,Travel_Rarely,No,No
EMP_01483,Jason White,Female,Operations,Logistics Coordinator,48,4,3,2,3,4,5786,15,2,4,3,14,16,Travel_Frequently,Yes,No
EMP_00120,Sandra Wright,Male,Marketing,Content Manager,35,4,2,3,4,3,6646,19,2,8,6,15,18,Non-Travel,No,No
EMP_00926,Sandra Scott,Female,Supply Chain,Supply Chain Analyst,49,4,3,4,4,4,8474,17,0,5,4,6,20,Travel_Rarely,No,No
EMP_01100,Robert Hill,Male,Engineering,Data Engineer,46,2,3,3,4,2,5821,12,0,2,2,24,22,Travel_Frequently,No,No
EMP_00409,Dorothy Nguyen,Female,Marketing,Marketing Manager,51,3,4,4,4,4,13033,15,2,18,7,25,12,Travel_Frequently,Yes,No
EMP_00396,Jessica Flores,Male,Customer Service,Customer Success Manager,28,3,3,4,4,3,6060,19,3,4,4,5,5,Travel_Rarely,No,No
EMP_00134,Margaret White,Male,Supply Chain,Supply Chain Analyst,31,5,4,4,4,2,7823,16,1,8,1,9,1,Travel_Rarely,No,No
EMP_01376,Barbara King,Female,Research & Development,Research Scientist,45,3,2,4,3,2,6436,21,1,5,0,21,13,Travel_Rarely,No,No
EMP_01193,Jennifer Adams,Female,Administration,Office Manager,32,1,3,4,2,3,9507,15,3,1,1,2,25,Non-Travel,No,No
EMP_01266,Brian Thompson,Female,Customer Service,Service Representative,32,2,2,3,4,2,6928,16,2,7,0,7,8,Travel_Rarely,Yes,No
EMP_00952,Jeffrey White,Male,Engineering,Software Engineer,34,4,4,3,3,4,11830,22,1,3,3,8,12,Travel_Rarely,No,No
EMP_00581,Brian Miller,Male,Legal,Compliance Officer,46,3,4,3,4,4,7970,24,3,8,8,13,10,Non-Travel,No,No
EMP_01509,Michael Hall,Female,Supply Chain,Supply Chain Analyst,41,2,3,4,2,2,5359,12,0,5,3,15,19,Travel_Rarely,No,No
EMP_00393,Joseph Moore,Female,Engineering,DevOps Engineer,32,2,3,4,4,2,11922,24,1,10,3,12,16,Non-Travel,No,No
EMP_00739,Betty Scott,Male,IT,IT Specialist,34,4,2,2,3,4,6295,21,2,6,6,11,17,Travel_Rarely,No,No
EMP_00171,Susan Taylor,Male,Product,UX Designer,46,4,3,3,2,3,10552,16,0,8,1,17,9,Non-Travel,No,No
EMP_01292,Anthony Adams,Male,Operations,Operations Analyst,37,3,2,2,4,2,4987,14,0,8,2,11,20,Travel_Frequently,No,No
EMP_00775,Charles Young,Male,IT,IT Manager,48,3,4,2,4,4,8747,17,1,17,5,27,3,Travel_Rarely,Yes,No
EMP_01797,Rebecca Jackson,Female,Human Resources,HR Specialist,23,1,3,2,2,1,3754,14,0,3,2,3,28,Travel_Frequently,Yes,Yes
